model,score,timestep,number_of_edges_pos,number_of_edges_neg,test_agg,duplicate_edges,predictor,loss_func,method
GraphConv,0.5,1386256740,29,29,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256760,17,17,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256780,14,14,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256800,18,18,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256820,19,19,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256840,23,23,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256860,16,16,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256880,15,15,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256900,15,15,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256920,16,16,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256940,13,13,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256960,15,15,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386256980,14,14,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257000,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257020,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257040,13,13,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257060,13,13,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257080,12,12,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257100,13,13,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257120,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257140,13,13,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257160,14,14,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257180,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257200,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257220,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257240,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257260,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257280,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257300,5,5,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257320,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257340,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257360,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257380,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257400,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257420,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257440,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257460,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257480,4,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257500,4,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257520,12,12,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257540,12,12,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257560,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257580,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257600,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257620,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257640,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257660,12,12,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257680,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257700,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257720,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257740,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257760,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257780,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257800,14,14,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257820,12,12,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257840,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257860,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257880,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257900,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257920,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257940,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257960,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386257980,10,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258000,12,12,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258020,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258040,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258060,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258080,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258100,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258120,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258140,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258160,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258180,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258200,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258220,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258240,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258260,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258280,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258300,8,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258320,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258340,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258360,11,11,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258380,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258400,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258420,5,5,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258440,4,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258460,5,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258480,5,5,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258500,5,5,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258520,3,3,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258540,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258560,2,2,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258580,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258600,5,5,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258620,5,5,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258640,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258660,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258680,4,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258700,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258720,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258740,10,10,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258760,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258780,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258800,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258820,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258840,5,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258860,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258880,4,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258900,9,9,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258920,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258940,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258960,8,8,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386258980,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259000,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259020,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259040,4,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259060,6,6,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259080,3,2,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259100,5,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259120,3,3,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259140,7,7,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259160,3,3,False,False,dotProduct,BCEWithLogits,agg_simp
GraphConv,0.5,1386259180,4,4,False,False,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9034600567542004,0,74500,74500,True,False,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9579145090761677,0,74500,74500,True,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9323979591836734,1386226840,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.98079561042524,1386226860,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.8049999999999999,1386226880,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9513031550068587,1386226900,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9616,1386226920,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.951530612244898,1386226940,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.982421875,1386226960,32,32,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9688888888888889,1386226980,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.8990929705215419,1386227000,42,42,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9131469363474123,1386227020,41,41,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9156574394463668,1386227040,34,34,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9375650364203955,1386227060,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.8911111111111111,1386227080,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.8572222222222222,1386227100,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9177939646201874,1386227120,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9718934911242604,1386227140,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9698216735253772,1386227160,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9621928166351605,1386227180,23,23,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9718934911242604,1386227200,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.953125,1386227220,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9426020408163265,1386227240,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9659763313609468,1386227260,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.935763888888889,1386227280,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9727891156462585,1386227300,21,21,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9924999999999999,1386227320,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9497041420118344,1386227340,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9862825788751715,1386227360,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9944444444444445,1386227380,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.92798353909465,1386227400,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9643281807372176,1386227420,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9661458333333333,1386227440,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9722222222222222,1386227460,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.94,1386227480,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9911111111111112,1386227500,15,15,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,1.0,1386227520,16,16,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9896449704142012,1386227540,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9628099173553719,1386227560,22,22,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,1.0,1386227580,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.98079561042524,1386227600,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9478458049886621,1386227620,21,21,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,1.0,1386227640,16,16,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.956611570247934,1386227660,22,22,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9774999999999999,1386227680,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9648760330578512,1386227700,22,22,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9392361111111112,1386227720,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9445983379501385,1386227740,19,19,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9478458049886622,1386227760,21,21,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9540466392318243,1386227780,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9835390946502057,1386227800,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9584120982986768,1386227820,23,23,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9511834319526628,1386227840,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9989594172736733,1386227860,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9922222222222222,1386227880,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9788888888888889,1386227900,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9821640903686089,1386227920,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,1.0,1386227940,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9744897959183674,1386227960,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9851367419738407,1386227980,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9573361082206036,1386228000,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9936224489795918,1386228020,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9933431952662722,1386228040,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9807692307692308,1386228060,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9977777777777779,1386228080,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9678953626634959,1386228100,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9470663265306123,1386228120,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.992,1386228140,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9659763313609468,1386228160,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9750297265160522,1386228180,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9502551020408163,1386228200,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9977777777777778,1386228220,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,1.0,1386228240,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9829881656804733,1386228260,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9935720844811755,1386228280,33,33,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9955621301775148,1386228300,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9810964083175804,1386228320,23,23,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9948979591836735,1386228340,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9511834319526628,1386228360,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9571005917159764,1386228380,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9733333333333334,1386228400,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9659763313609466,1386228420,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9773242630385487,1386228440,21,21,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9940828402366864,1386228460,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9896449704142012,1386228480,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9822485207100592,1386228500,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9739854318418314,1386228520,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.963579604578564,1386228540,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9646201873048907,1386228560,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9396433470507545,1386228580,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9711934156378601,1386228600,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9783163265306123,1386228620,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9816,1386228640,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9936,1386228660,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,1.0,1386228680,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9904336734693878,1386228700,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9892984542211654,1386228720,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9661117717003567,1386228740,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9835390946502058,1386228760,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9488888888888889,1386228780,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9042663891779396,1386228800,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9542143600416233,1386228820,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9935999999999999,1386228840,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9227110582639715,1386228860,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9834183673469388,1386228880,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9176,1386228900,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.96875,1386228920,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9785969084423305,1386228940,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.99,1386228960,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9712000000000001,1386228980,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.99,1386229000,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9862825788751715,1386229020,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9544444444444444,1386229040,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.904320987654321,1386229060,36,36,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9854318418314256,1386229080,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9286563614744352,1386229100,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9348025711662076,1386229120,33,33,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9239001189060643,1386229140,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9940828402366865,1386229160,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9876033057851239,1386229180,22,22,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9835390946502058,1386229200,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9835069444444444,1386229220,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9827586206896552,1386229240,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9644444444444444,1386229260,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9818339100346021,1386229280,34,34,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9892578125,1386229300,32,32,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9698216735253772,1386229320,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9749134948096887,1386229340,34,34,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9862825788751715,1386229360,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9849108367626886,1386229380,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.98046875,1386229400,32,32,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.97314453125,1386229420,32,32,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.995837669094693,1386229440,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9451303155006858,1386229460,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9913194444444444,1386229480,24,24,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9955621301775148,1386229500,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.995674740484429,1386229520,34,34,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9594172736732571,1386229540,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9671280276816608,1386229560,34,34,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9515306122448979,1386229580,28,28,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9422222222222223,1386229600,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9345703125,1386229620,32,32,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9050401753104456,1386229640,37,37,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9368512110726643,1386229660,34,34,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.8980228928199792,1386229680,31,31,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9567174515235458,1386229700,38,38,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9453125,1386229720,32,32,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9845679012345679,1386229740,18,18,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.98828125,1386229760,16,16,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9431999999999999,1386229780,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9574759945130314,1386229800,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9750566893424036,1386229820,21,21,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9229024943310657,1386229840,21,21,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9772727272727273,1386229860,22,22,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9674556213017751,1386229880,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9735349716446124,1386229900,23,23,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.96484375,1386229920,16,16,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9825,1386229940,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,1.0,1386229960,22,22,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9792,1386229980,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.992,1386230000,25,25,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.955,1386230020,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9478737997256516,1386230040,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9465020576131687,1386230060,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9867674858223062,1386230080,23,23,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9494649227110582,1386230100,29,29,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9659763313609467,1386230120,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9725651577503429,1386230140,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9862825788751715,1386230160,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9933333333333334,1386230180,30,30,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9497041420118343,1386230200,26,26,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9874999999999999,1386230220,20,20,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9561042524005487,1386230240,27,27,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9290123456790123,1386230260,18,18,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9523809523809523,1386230280,21,21,False,True,dotProduct,BCEWithLogits,agg_simp
GraphSage,0.9917355371900826,1386230300,22,22,False,True,dotProduct,BCEWithLogits,agg_simp
