model,score,timestep,number_of_edges_pos,number_of_edges_neg,test_agg,duplicate_edges,predictor,loss_func,method,dataset,metric
GraphConv,68.97,127580,74,74,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.0,127600,74,74,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.35,127620,65,65,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.49,127640,61,61,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.66,127660,73,73,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.5,127680,61,61,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,56.66,127700,77,77,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.9,127720,71,71,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,70.62,127740,71,71,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.11,127760,69,69,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,60.29,127780,79,79,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,66.34,127800,71,71,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.95,127820,71,71,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.06,127840,70,70,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,80.45,127860,65,65,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.22,127880,74,74,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,84.33,127900,58,58,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,70.65,127920,78,78,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,76.35,127940,61,61,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.27,127960,37,37,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.9,127980,43,43,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.52,128000,46,46,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,64.86,128020,53,53,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,59.98,128040,48,48,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.94,128060,62,62,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,76.14,128080,61,61,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,70.55,128100,55,55,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.22,128120,70,70,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,60.51,128140,72,72,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.34,128160,66,66,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,70.78,128180,58,58,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,67.18,128200,71,71,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.11,128220,75,75,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.88,128240,65,65,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.79,128260,64,64,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,80.96,128280,56,56,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.44,128300,52,52,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,77.96,128320,50,50,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,76.14,128340,47,47,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.77,128360,53,53,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.48,128380,50,50,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.81,128400,47,47,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.86,128420,59,59,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,70.74,128440,56,56,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.66,128460,54,54,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.2,128480,51,51,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,78.05,128500,51,51,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.39,128520,57,57,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.58,128540,65,65,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.84,128560,72,72,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.37,128580,66,66,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.15,128600,66,66,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,66.0,128620,68,68,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.57,128640,59,59,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.07,128660,63,63,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,64.62,128680,45,45,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,78.59,128700,47,47,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.13,128720,51,51,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,77.63,128740,49,49,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,77.62,128760,46,46,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.06,128780,56,56,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.27,128800,45,45,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,61.32,128820,52,52,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,67.52,128840,38,38,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.55,128860,51,51,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.12,128880,50,50,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.47,128900,50,49,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,77.01,128920,55,55,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,66.51,128940,55,55,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.19,128960,47,47,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.19,128980,57,57,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.85,129000,52,52,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,76.42,129020,42,42,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.73,129040,39,39,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,78.2,129060,43,43,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.48,129080,39,39,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.7,129100,45,45,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.17,129120,42,42,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.29,129140,35,35,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.26,129160,31,31,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,70.85,129180,34,34,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,62.82,129200,37,37,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.99,129220,44,44,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.44,129240,37,37,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,63.33,129260,37,37,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.17,129280,41,41,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,63.16,129300,40,40,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.61,129320,39,39,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,78.74,129340,38,38,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.52,129360,37,37,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,63.84,129380,44,44,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.23,129400,48,48,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,77.94,129420,44,44,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.71,129440,38,38,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.0,129460,40,40,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,77.54,129480,32,32,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.44,129500,30,30,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.9,129520,28,28,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.2,129540,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,62.5,129560,28,28,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.99,129580,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.46,129600,32,32,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.96,129620,25,25,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,63.39,129640,30,30,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.66,129660,46,46,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,62.17,129680,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,67.86,129700,37,37,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.96,129720,27,27,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,71.44,129740,30,30,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.22,129760,32,32,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.68,129780,31,31,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.82,129800,35,35,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.19,129820,37,37,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,63.58,129840,36,36,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,61.48,129860,28,28,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,62.44,129880,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,67.05,129900,36,36,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.64,129920,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.05,129940,32,32,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,66.57,129960,26,26,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,61.34,129980,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.63,130000,31,31,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,66.96,130020,31,31,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,79.98,130040,32,32,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,62.53,130060,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,70.11,130080,41,41,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,68.42,130100,52,52,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,64.56,130120,49,49,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.22,130140,32,32,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,81.89,130160,30,30,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,80.32,130180,36,36,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,80.89,130200,30,30,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,64.92,130220,39,39,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,74.8,130240,32,32,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.45,130260,35,35,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,81.88,130280,35,35,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,81.6,130300,25,25,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,54.73,130320,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,72.89,130340,29,29,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,64.33,130360,25,24,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,63.54,130380,24,24,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,61.44,130400,30,30,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,69.37,130420,36,36,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,75.58,130440,27,27,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.7,130460,29,29,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,66.49,130480,31,31,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,47.94,130500,30,30,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,58.15,130520,39,39,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,58.03,130540,33,33,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,59.07,130560,21,21,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,65.36,130580,27,27,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,63.59,130600,35,35,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,62.4,130620,38,38,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,73.53,130640,23,23,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,64.44,130660,15,15,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,81.25,130680,16,16,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,79.17,130700,12,12,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,79.82,130720,21,21,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,57.81,130740,16,16,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,87.89,130760,17,17,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,80.0,130780,10,10,False,True,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphConv,0.0225,0,822,20940,True,True,dotProduct,BCEWithLogits,agg,SF2H,kendall@5
GraphSage,0.0325,0,20940,20940,True,True,dotProduct,BCEWithLogits,agg,SF2H,wkendall
GraphSage,0.0434,0,4184,20940,True,True,dotProduct,BCEWithLogits,agg,SF2H,kendall@25
GraphSage,0.0155,0,7964,20940,True,True,dotProduct,BCEWithLogits,agg,SF2H,kendall@50
GraphSage,59.32,126780,81,81,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.9,126800,72,72,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.13,126820,89,89,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.62,126840,86,86,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.51,126860,92,92,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.19,126880,82,82,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.45,126900,91,91,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.94,126920,83,83,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.62,126940,97,97,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,63.36,126960,98,98,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.41,126980,77,77,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.21,127000,69,69,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,65.87,127020,74,74,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.88,127040,83,83,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.87,127060,83,83,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.93,127080,79,79,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,49.53,127100,84,84,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.19,127120,94,94,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.32,127140,85,85,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.48,127160,83,83,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.32,127180,82,82,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.75,127200,88,88,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.42,127220,73,73,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.93,127240,84,84,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,65.02,127260,78,78,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,64.89,127280,73,73,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,63.72,127300,78,78,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.81,127320,89,89,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.51,127340,84,84,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.49,127360,94,94,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.85,127380,91,91,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.52,127400,81,81,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.51,127420,75,75,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.09,127440,71,71,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.01,127460,65,65,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.17,127480,67,67,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,51.72,127500,73,73,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,47.8,127520,82,82,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.31,127540,79,79,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.54,127560,83,83,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.46,127580,74,74,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.52,127600,74,74,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.76,127620,65,65,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.24,127640,61,61,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.06,127660,73,73,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.66,127680,61,61,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,49.98,127700,77,77,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.12,127720,71,71,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,60.11,127740,71,71,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,60.68,127760,69,69,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.71,127780,79,79,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.96,127800,71,71,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.71,127820,71,71,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.71,127840,70,70,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.95,127860,65,65,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.84,127880,74,74,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,51.07,127900,58,58,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.4,127920,78,78,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.78,127940,61,61,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.01,127960,37,37,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,65.98,127980,43,43,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.38,128000,46,46,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,50.77,128020,53,53,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,60.94,128040,48,48,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.53,128060,62,62,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,63.61,128080,61,61,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.03,128100,55,55,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.52,128120,70,70,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.03,128140,72,72,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,51.96,128160,66,66,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.07,128180,58,58,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.89,128200,71,71,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,64.23,128220,75,75,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,64.45,128240,65,65,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.52,128260,64,64,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.82,128280,56,56,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,62.02,128300,52,52,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,60.48,128320,50,50,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.07,128340,47,47,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,60.23,128360,53,53,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.48,128380,50,50,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.87,128400,47,47,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.71,128420,59,59,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.37,128440,56,56,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,64.69,128460,54,54,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.71,128480,51,51,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.4,128500,51,51,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.99,128520,57,57,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.91,128540,65,65,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.49,128560,72,72,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.81,128580,66,66,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.06,128600,66,66,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.08,128620,68,68,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,64.03,128640,59,59,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.67,128660,63,63,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,64.37,128680,45,45,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.72,128700,47,47,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.32,128720,51,51,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.39,128740,49,49,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,65.22,128760,46,46,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.37,128780,56,56,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,54.62,128800,45,45,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,62.43,128820,52,52,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.63,128840,38,38,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,58.44,128860,51,51,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.52,128880,50,50,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.24,128900,50,50,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,62.21,128920,55,55,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.72,128940,55,55,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.16,128960,47,47,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,53.83,128980,57,57,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,51.11,129000,52,52,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,52.89,129020,42,42,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.82,129040,39,39,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,60.74,129060,43,43,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.82,129080,39,39,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,60.3,129100,45,45,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.03,129120,42,42,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.22,129140,35,35,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.23,129160,31,31,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.6,129180,34,34,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.46,129200,37,37,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,65.86,129220,44,44,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.85,129240,37,37,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,62.82,129260,37,37,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,55.95,129280,41,41,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,59.94,129300,40,40,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,61.08,129320,39,39,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,56.16,129340,38,38,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,68.04,129360,37,37,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
GraphSage,57.75,129380,44,44,False,False,dotProduct,BCEWithLogits,agg,SF2H,auc
